time,Rn_exch__Bqm3,Rn_air__Bqm3,depth__m,temp_wat__C,Rn_wat__Bqm3,wind__ms,meas_t__h,temp_wat__K,mole_diff_Rn__m2s,dens_wat__kgm3,abs_visc_wat__kgsm,kin_visc_wat__m2s,schm_num,k_piston_Rn__ms,kw_air,lambda__s,Rn_ss__Bqm3,Rn_ini_inv__Bqm2,Rn_ss_flux__Bqm2s,mc_Rn_water__Bqm3,mc_Rn_air_exch__Bqm3,grad_Rn_conc__Bqm3,f_Rn_atm__Bqm2s,m_inv_Rn_decay_corr__Bqm2,m_SGD_inv_Rn__Bqm2,m_air_loss_inv_Rn__Bqm2,m_net_inv_Rn__Bqm2,final_Rn_wat_no_temp_corr__Bqm3,R_tem_sol_corr,final_mc_Rn__Bqm3,sq_err
2008-12-08T16:25:00Z,69.98457147,,,,16.13576068,2.086187,,,,,,,,,,2.089202294801147e-6,37.407607706929355,,,31.25181579,,,,,,,,,,,
2008-12-08T16:55:00Z,131.8521068,6.563834,1.22868684,23.296,31.25181579,1.639147,0.5,296.44599999999997,1.2661836244630868e-9,997.470631793524,9.261266468579154e-4,9.284751022620816e-7,733.2862977562143,2.4109492632777008e-6,0.23056168441537095,2.089202294801147e-6,37.407607706929355,45.96223530538667,9.602440747420413e-5,31.251793043727286,31.25181579,29.738447166737117,7.169788728766768e-5,38.39865467597752,4.8012178659901774e-5,3.584892491961229e-5,38.39866683923126,31.251793043727286,1,31.251793043727286,5.17392922310587e-10
2008-12-08T17:25:00Z,168.5700267,6.563834,1.227306835,22.298,41.57584764,1.490133,0.5,295.448,1.23400958338731e-9,997.7049861138247,9.480679681889367e-4,9.502488023857334e-7,770.0497752840267,2.0034979876008076e-6,0.23702174014674593,2.089202294801147e-6,37.407607706929355,45.91061261971308,9.591655724083106e-5,31.251775235702876,31.251793043727286,29.69602168701291,5.94959196896803e-5,38.398626727960774,4.79582535713808e-5,2.9747944307216604e-5,38.39864493827004,31.28691525479041,1.0280187740116298,32.16353626283539,88.59160546070228
2008-12-08T17:55:00Z,135.4227548,17.1398005,1.203348427,20.899333,35.19803065,1.937173,0.5,294.049333,1.189939624308902e-9,998.0165816674605,9.801958897503308e-4,9.821438919508177e-7,825.3728776543862,2.9107216057387875e-6,0.2466384377127358,2.089202294801147e-6,37.407607706929355,45.01438589196652,9.404415830456082e-5,31.251748982045537,31.251775235702876,27.02444161767491,7.866062609959283e-5,38.398604827022425,4.702205459223098e-5,3.933029250722471e-5,38.39861251878451,31.90980405776066,1.069728642632579,34.13483138137987,1.1303926847943826
2008-12-08T18:25:00Z,181.005584,27.715767,1.193807231,19.117333,48.51291364,1.78816,0.5,292.26733299999995,1.135490922469501e-9,998.3842828160266,0.001023618673925715,1.025275228731078e-6,902.9356452284776,2.4119261933448536e-6,0.25991223599920166,2.089202294801147e-6,37.407607706929355,44.6574725749436,9.329849418359144e-5,31.25173111952189,31.251748982045537,24.048082008642652,5.800219889635033e-5,38.39857240757077,4.664922272647979e-5,2.9001084300643434e-5,38.39859005570919,32.16481610983741,1.127300213208687,36.25940405843792,150.14849706543365
2008-12-08T18:55:00Z,159.3117729,38.2917335,1.186401208,18.102667,43.67564085,1.639147,0.5,291.252667,1.1053253632326216e-9,998.5785498646794,0.0010496765247684128,1.0511707115185459e-6,951.0056916131051,2.0271104087863165e-6,0.2680188758750499,2.089202294801147e-6,37.407607706929355,44.380430971891094,9.271969823073878e-5,31.251719618987675,31.25173111952189,20.9888237515449,4.254666309493813e-5,38.39854994451891,4.635982490120858e-5,2.127332043621912e-5,38.39857503102338,32.36558996408522,1.1624606081216753,37.623723391867294,36.62570492005144
2008-12-08T19:25:00Z,165.8285249,48.8677,1.18089844,17.368,46.62894199,1.192107,0.5,290.518,1.0838581528687606e-9,998.7121927347491,0.0010691828704510816,1.0705615473897083e-6,987.7321534705821,1.1874543897081529e-6,0.2741519979912718,2.089202294801147e-6,37.407607706929355,44.17458558524485,9.228964557658321e-5,31.251717072604556,31.251719618987675,17.8545420267496,2.1201454305892513e-5,38.39853491984879,4.614479868644096e-5,1.0600721616092344e-5,38.398570463925864,32.51640375096597,1.189061394508943,38.66400038853942,63.440294714677435
2008-12-08T19:55:00Z,152.8811075,37.8418655,1.178533266,16.557333,43.93057255,0.89408,0.5,289.70733299999995,1.0605312297007982e-9,998.8526898858448,0.0010913569191293277,1.092610482186372e-6,1030.2482865069653,7.286296790999237e-7,0.28118770584388925,2.089202294801147e-6,37.407607706929355,44.08611008409422,9.210480235654564e-5,31.251717131651194,31.251717072604556,20.611049727806538,1.5017822549084248e-5,38.39853035275605,4.60523771246948e-5,7.5089073525710965e-6,38.39856889622582,32.58165891791281,1.2195769065310627,39.735838792758315,17.59579129414295
2008-12-08T20:25:00Z,144.281061,26.816031,1.174653921,15.873333,42.18241613,0.89408,0.5,289.023333,1.0411411964460253e-9,998.9654476008939,0.0011106164962468854,1.1117666771299565e-6,1067.834680757052,7.11421396493075e-7,0.2873512217384891,2.089202294801147e-6,37.407607706929355,43.940993068174386,9.180162355387121e-5,31.251716431832516,31.251717131651194,23.546097861624,1.6751197822679152e-5,38.39852878505764,4.5900787802534075e-5,8.375594536689901e-6,38.39856631025091,32.68925904368637,1.2463095178503656,40.74093467762246,2.0778687775484554
2008-12-08T20:55:00Z,161.4596324,15.7901965,1.170096073,15.334,47.75311424,0.745067,0.5,288.484,1.0260391398928464e-9,999.050562603001,0.0011261699766482826,1.1272402206691873e-6,1098.6327683239354,5.214357130662358e-7,0.29236280803353853,2.089202294801147e-6,37.407607706929355,43.77049487820258,9.144541834412268e-5,31.25171692748405,31.251716431832516,26.635250243691164,1.3888570703516734e-5,38.39852619908543,4.572268529068438e-5,6.944281724696472e-6,38.398564977488995,32.81659161460069,1.2680459408286986,41.612945788727515,37.701668610001974
2008-12-08T21:25:00Z,161.5134365,4.764362,1.168681569,14.976667,48.08452682,1.192107,0.5,288.126667,1.0161235476189688e-9,999.1050893256504,0.0011366580484070067,1.1376761669527658e-6,1119.6238583572099,1.0922200828771076e-6,0.2957588408668854,2.089202294801147e-6,37.407607706929355,43.7175816674707,9.133487194283634e-5,31.25170941286402,31.25171692748405,29.842614744893815,3.259470314993751e-5,38.39852486632491,4.56674121189109e-5,1.629734306271733e-5,38.39855423639397,32.85630171206539,1.2827753302411593,42.14725327919785,35.25121709830933
2008-12-08T21:55:00Z,176.2880409,4.764362,1.166538729,14.774,52.52639962,1.34112,0.5,287.924,1.0105315792937342e-9,999.1353482080635,0.0011426726167817012,1.1436614857347103e-6,1131.7424503784646,1.3092888409249298e-6,0.29771223909059286,2.089202294801147e-6,37.407607706929355,43.637423149371976,9.116740458287663e-5,31.251699101317254,31.25170941286402,29.833300534005886,3.9060407477133655e-5,38.39851412524111,4.558367848266589e-5,1.9530193537768014e-5,38.39854017872605,32.91664410631501,1.291247675629599,42.503540191805996,100.45771111733742
2008-12-08T22:25:00Z,146.4073988,4.764362,1.165250725,14.748667,43.47968611,1.043093,0.5,287.898667,1.0098342088988906e-9,999.1390964159377,0.001143427823783774,1.1444130530828208e-6,1133.2682563117694,8.750116183581235e-7,0.29795781251705983,2.089202294801147e-6,37.407607706929355,43.589242001015016,9.106674441716311e-5,31.251694331001318,31.251699101317254,29.83212022175785,2.610345179429444e-5,38.398500067587875,4.5533348426096974e-5,1.3051719080114903e-5,38.39853254921722,32.95302180500014,1.2923127850691385,42.58561138526378,0.7993696134121495
2008-12-08T22:55:00Z,148.4648674,4.764362,1.162927717,14.85,44.64040166,0.44704,0.5,288,1.0126258706545514e-9,999.1240579272126,0.0011404115051629185,1.1414113153563949e-6,1127.1796903812046,2.2636625070842912e-7,0.2969773827873571,2.089202294801147e-6,37.407607706929355,43.502343829050965,9.08851965568818e-5,31.251697857577987,31.251694331001318,29.83678657358978,6.754041509851116e-6,38.39849243808701,4.544257454336835e-5,3.377018991077635e-6,38.398534503642566,33.018848843588586,1.2880604318119666,42.530272699406765,4.452644230334292
2008-12-08T23:25:00Z,148.4648674,4.764362,1.159859125,14.47,45.278205,0.44704,0.5,287.62,1.002186667219042e-9,999.179825131926,0.0011517854743348657,1.1527309152612148e-6,1150.2157761287292,2.2333218024097362e-7,0.30067990121443594,2.089202294801147e-6,37.407607706929355,43.38755514330234,9.064537977119856e-5,31.25170141719117,31.251697857577987,29.819149962068174,6.659575773961231e-6,38.398494392510315,4.532266621315595e-5,3.329786147802838e-6,38.39853638539038,33.10620708820166,1.3041191209929865,43.174437687277326,4.425836906080381
2008-12-08T23:55:00Z,133.5310028,4.664613,1.156664031,14.038,41.35482785,0.596053,0.5,287.188,9.904165882774477e-10,999.2411334067339,0.001164926234007154,1.165810928975218e-6,1177.091481275389,3.48467506365369e-7,0.30497588956509997,2.089202294801147e-6,37.407607706929355,43.268034320363576,9.039567659363837e-5,31.251703354358003,31.25170141719117,29.82910691803924,1.0394474504835112e-5,38.39849627425616,4.5197814689586945e-5,5.197234537854395e-6,38.39853627483631,33.19765744045715,1.32275182816442,43.912262070140855,6.540469790347466
